"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"344","Symptoms of Anxiety Disorder","By State","Utah","Utah","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26","21.6","30.9","21.6 - 30.9","20.3 - 26.2"
"345","Symptoms of Anxiety Disorder","By State","Vermont","Vermont","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.8","25.3","38.8","25.3 - 38.8","31.6 - 38.3"
"346","Symptoms of Anxiety Disorder","By State","Virginia","Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.8","21.8","32.3","21.8 - 32.3","26.3 - 28.7"
"347","Symptoms of Anxiety Disorder","By State","Washington","Washington","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.5","24.5","32.8","24.5 - 32.8","26.3 - 28.7"
"348","Symptoms of Anxiety Disorder","By State","West Virginia","West Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.6","27.3","42.4","27.3 - 42.4","31.6 - 38.3"
"349","Symptoms of Anxiety Disorder","By State","Wisconsin","Wisconsin","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.6","19.4","32.6","19.4 - 32.6","20.3 - 26.2"
"350","Symptoms of Anxiety Disorder","By State","Wyoming","Wyoming","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.5","15","31.7","15.0 - 31.7","20.3 - 26.2"
"351","Symptoms of Anxiety Disorder or Depressive Disorder","National Estimate","United States","United States","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.4","33.3","35.5","33.3 - 35.5",NA
"352","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","18 - 29 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","47.4","43.4","51.3","43.4 - 51.3",NA
"353","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","30 - 39 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","39.3","37.4","41.2","37.4 - 41.2",NA
"354","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","40 - 49 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.9","34.1","39.7","34.1 - 39.7",NA
"355","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","50 - 59 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.5","33","37.9","33.0 - 37.9",NA
"356","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","60 - 69 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.5","23.2","27.9","23.2 - 27.9",NA
"357","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","70 - 79 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","19.8","17.7","22","17.7 - 22.0",NA
"358","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","80 years and above","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","13.9","10.9","17.3","10.9 - 17.3",NA
"359","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Male","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.4","29.5","33.3","29.5 - 33.3",NA
"360","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Female","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","37.2","36.2","38.3","36.2 - 38.3",NA
"361","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","40.3","36.6","44","36.6 - 44.0",NA
"362","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32","31.1","32.9","31.1 - 32.9",NA
"363","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","38.8","34.2","43.5","34.2 - 43.5",NA
"364","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.9","25.7","34.4","25.7 - 34.4",NA
"365","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","45.9","41.1","50.7","41.1 - 50.7",NA
"366","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Less than a high school diploma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","42.5","36.2","48.9","36.2 - 48.9",NA
"367","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","High school diploma or GED","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","37.8","35.3","40.4","35.3 - 40.4",NA
"368","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Some college/Associate's degree","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.2","34.6","37.9","34.6 - 37.9",NA
"369","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.5","26.3","28.7","26.3 - 28.7",NA
"370","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alabama","Alabama","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.6","24.1","37.7","24.1 - 37.7","30.6 - 33.4"
"371","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alaska","Alaska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.7","30.9","40.8","30.9 - 40.8","33.5 - 36.0"
"372","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arizona","Arizona","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","38.4","32.6","44.6","32.6 - 44.6","36.1 - 48.4"
"373","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arkansas","Arkansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33","27.2","39.4","27.2 - 39.4","30.6 - 33.4"
"374","Symptoms of Anxiety Disorder or Depressive Disorder","By State","California","California","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.4","30.4","38.6","30.4 - 38.6","33.5 - 36.0"
"375","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Colorado","Colorado","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32.2","25.7","39.2","25.7 - 39.2","30.6 - 33.4"
"376","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Connecticut","Connecticut","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36","28.8","43.6","28.8 - 43.6","33.5 - 36.0"
"377","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Delaware","Delaware","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.6","26.1","37.5","26.1 - 37.5","30.6 - 33.4"
"378","Symptoms of Anxiety Disorder or Depressive Disorder","By State","District of Columbia","District of Columbia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","40.6","32.9","48.7","32.9 - 48.7","36.1 - 48.4"
"379","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Florida","Florida","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.6","28.5","39.1","28.5 - 39.1","33.5 - 36.0"
"380","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Georgia","Georgia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.3","28.2","40.8","28.2 - 40.8","33.5 - 36.0"
"381","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Hawaii","Hawaii","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.1","21.7","33.2","21.7 - 33.2","26.1 - 30.5"
"382","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Idaho","Idaho","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.2","24","34.9","24.0 - 34.9","26.1 - 30.5"
"383","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Illinois","Illinois","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","41.8","37.7","46","37.7 - 46.0","36.1 - 48.4"
"384","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Indiana","Indiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.9","29.4","40.8","29.4 - 40.8","33.5 - 36.0"
"385","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Iowa","Iowa","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.1","20.2","32.8","20.2 - 32.8","26.1 - 30.5"
"386","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kansas","Kansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28","22.5","34.1","22.5 - 34.1","26.1 - 30.5"
"387","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kentucky","Kentucky","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","37.7","31","44.7","31.0 - 44.7","36.1 - 48.4"
"388","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Louisiana","Louisiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","42.8","36.3","49.5","36.3 - 49.5","36.1 - 48.4"
"389","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maine","Maine","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32.9","26.6","39.6","26.6 - 39.6","30.6 - 33.4"
"390","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maryland","Maryland","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.6","28.4","41.3","28.4 - 41.3","33.5 - 36.0"
"391","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Massachusetts","Massachusetts","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31","26.5","35.8","26.5 - 35.8","30.6 - 33.4"
"392","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Michigan","Michigan","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.4","28.4","38.7","28.4 - 38.7","30.6 - 33.4"
"393","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Minnesota","Minnesota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.2","22.2","32.6","22.2 - 32.6","26.1 - 30.5"
"394","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Mississippi","Mississippi","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","48.4","40.3","56.6","40.3 - 56.6","36.1 - 48.4"
"395","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Missouri","Missouri","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","41.3","35.5","47.3","35.5 - 47.3","36.1 - 48.4"
"396","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Montana","Montana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.6","20.7","35.4","20.7 - 35.4","26.1 - 30.5"
"397","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nebraska","Nebraska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.4","27.2","40","27.2 - 40.0","30.6 - 33.4"
"398","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nevada","Nevada","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","38.1","32.7","43.8","32.7 - 43.8","36.1 - 48.4"
"399","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Hampshire","New Hampshire","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35","30","40.2","30.0 - 40.2","33.5 - 36.0"
"400","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Jersey","New Jersey","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","39.6","32.9","46.7","32.9 - 46.7","36.1 - 48.4"
"401","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Mexico","New Mexico","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","39.8","31.8","48.2","31.8 - 48.2","36.1 - 48.4"
"402","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New York","New York","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.9","31.6","42.4","31.6 - 42.4","36.1 - 48.4"
"403","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Carolina","North Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.1","22.4","34.4","22.4 - 34.4","26.1 - 30.5"
"404","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Dakota","North Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.6","21.3","36.8","21.3 - 36.8","26.1 - 30.5"
"405","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Ohio","Ohio","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32.8","27.5","38.6","27.5 - 38.6","30.6 - 33.4"
"406","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oklahoma","Oklahoma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31","24.1","38.5","24.1 - 38.5","30.6 - 33.4"
"407","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oregon","Oregon","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.9","25.4","34.8","25.4 - 34.8","26.1 - 30.5"
"408","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32","27.2","37","27.2 - 37.0","30.6 - 33.4"
"409","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Rhode Island","Rhode Island","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.8","25.4","43","25.4 - 43.0","33.5 - 36.0"
"410","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Carolina","South Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.1","27.8","38.6","27.8 - 38.6","30.6 - 33.4"
"411","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Dakota","South Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.8","21.5","39.2","21.5 - 39.2","26.1 - 30.5"
"412","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Tennessee","Tennessee","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.7","28.3","41.7","28.3 - 41.7","33.5 - 36.0"
"413","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Texas","Texas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.9","31.4","40.6","31.4 - 40.6","33.5 - 36.0"
"414","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Utah","Utah","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.4","25.1","36.2","25.1 - 36.2","26.1 - 30.5"
"415","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Vermont","Vermont","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.7","29.2","42.7","29.2 - 42.7","33.5 - 36.0"
"416","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Virginia","Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.6","25.3","36.3","25.3 - 36.3","30.6 - 33.4"
"417","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Washington","Washington","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35","30.8","39.3","30.8 - 39.3","33.5 - 36.0"
"418","Symptoms of Anxiety Disorder or Depressive Disorder","By State","West Virginia","West Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","39","32.1","46.3","32.1 - 46.3","36.1 - 48.4"
"419","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wisconsin","Wisconsin","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.7","23.5","36.5","23.5 - 36.5","26.1 - 30.5"
"420","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wyoming","Wyoming","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.9","19.3","37.9","19.3 - 37.9","26.1 - 30.5"
"421","Symptoms of Depressive Disorder","National Estimate","United States","United States","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","24.4","23.7","25.2","23.7 - 25.2",NA
"422","Symptoms of Depressive Disorder","By Age","United States","18 - 29 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","36.7","34.2","39.1","34.2 - 39.1",NA
"423","Symptoms of Depressive Disorder","By Age","United States","30 - 39 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.7","25","28.5","25.0 - 28.5",NA
"424","Symptoms of Depressive Disorder","By Age","United States","40 - 49 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25","23.3","26.7","23.3 - 26.7",NA
"425","Symptoms of Depressive Disorder","By Age","United States","50 - 59 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","24.6","22.9","26.4","22.9 - 26.4",NA
"426","Symptoms of Depressive Disorder","By Age","United States","60 - 69 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","18","16.3","19.6","16.3 - 19.6",NA
"427","Symptoms of Depressive Disorder","By Age","United States","70 - 79 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","12.3","10.4","14.5","10.4 - 14.5",NA
"428","Symptoms of Depressive Disorder","By Age","United States","80 years and above","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","14.4","10.9","18.6","10.9 - 18.6",NA
